source,enriched_description
../training_data_raw/components_material_design/Filled_Text_Field_+_LeadingTrailing_Icon_[populated_disabled].svg,"Filled text field, leading/trailing icon, populated/disabled, SVG, clip path, rectangle shape, blue color, white text, Roboto font, stroke opacity."
../training_data_raw/components_material_design/Input_Chip_+_Icon_+_Close.svg,"size: 157x32, 
colors: #fffbfe, #49454.00e, #79747.00e, #6750.00a4.00, 
shapes: rectangle, path, text, 
elements: chip, icon, close, 
strokes: 2.00, 
text: Input Enabled, 
keywords: clip-path, fill, viewBox, clipPath, defs, rx, width, height, use, path, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, pre, font-size, fill."
../training_data_raw/components_material_design/1_Line_List.svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, path, Elements: clipPath, viewBox, defs, g, Strokes: none, Text: Roboto, 16px, Headline."
../training_data_raw/components_material_design/Checkbox_[indeterminate_error].svg,"Size: 18.00
Colors: #b3261.00e, #fff
Shapes: rectangle, path
Elements: checkbox, clipPath
Strokes: none
Text: none"
../training_data_raw/components_material_design/Button_Text_+_Icon_[disabled].svg,"Size: 126x40, Colors: #1.00c1.00b1.00f, Shapes: Rectangular, Elements: Text, Icon, Strokes: None, Text: ""Text Button"", Font: Roboto, Font Size: 14px, Letter Spacing: 0.1px, Opacity: 0.38."
../training_data_raw/components_material_design/Button_Filled_[disabled].svg,"Size: 127.00 x 40.00, 
Colors: #1.00c1.00b1.00f, 
Shapes: rectangle with rounded corners (rx=20.00), 
Elements: clipPath, defs, g, path, rect, text, 
Strokes: none, 
Text: ""Filled Button"", 
Text attributes: x, y, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size, fill, 
Opacity: .12.00, .38.00."
../training_data_raw/components_material_design/2_Lines_Video_List_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #e7.00e0.00ec, #c4.00c7.00c5.00, #1.00c1.00b1.00f, #49454.00e, Shapes: rectangle, circle, path, Elements: text, clipPath, use, Strokes: 4.00, Text: Headline, Short supporting text."
../training_data_raw/components_material_design/Tertiary_FAB.svg,"Size: 56.00
Colors: #ffd8.00e4.00, #6750.00a4.00, #370.00b1.00e
Shapes: Rectangles, Path
Elements: Filter, ClipPath
Strokes: None
Text: None"
../training_data_raw/components_material_design/1_Line_Option_List_+_Control.svg,"Size: 360x56, Colors: #fffbfe, #6750.00a4.00, #49454.00e, #1.00c1.00b1.00f, Shapes: rectangle, circle, text, Elements: clipPath, use, defs, stroke, Text: ""100.00+"", ""Headline"", Strokes: 4.00px."
../training_data_raw/components_material_design/Video_Placeholder_[disabled].svg,"Size: 114x64, Colors: #e7.00e0.00ec, #c4.00c7.00c5.00, #49454.00e, Shapes: rectangle, ellipse, path, Elements: clipPath, use, Strokes: 4.00, Text: none."
../training_data_raw/components_material_design/Switch_Off_+_Icon.svg,"Size: 52.00 x 32.00, 
Colors: #e7.00e0.00ec, #79747.00e, 
Shapes: rectangle, circle, path, 
Elements: switch, icon, 
Strokes: 4.00, 
Text: none."
../training_data_raw/components_material_design/Single_Continuous_Slider_[disabled].svg,"Size: 320x20, Shapes: rect, path, ellipse, Colors: #1.00c1.00b1.00f, Strokes: none, Elements: clipPath, g, Text: none, Disabled: yes."
../training_data_raw/components_material_design/Filled_Text_Field_+_Trailing_Icon_[focused_error].svg,"Size: 340x56, Colors: #e700e0ec, #b3261e, #1c1b1f, Shapes: rectangle, path, text, Elements: clipPath, viewBox, defs, g, Strokes: none, Text: Supporting Text, Label Text, Trailing Icon, Keywords: filled text field, focused error, clip-path, opacity, dominant-baseline, textLength, lengthAdjust, font-family, letter-spacing, font-weight, white-space."
../training_data_raw/components_material_design/Navigation_Bar_3_Items.svg,"Size: 390x80, Colors: #fffbfe, #6750a4, #e8def8, #b3261e, #49454e, Shapes: rectangles, paths, ellipses, Strokes: none, Text: ""1.00"" in Roboto font, Keywords: navigation bar, clip paths, fill, opacity, dominant-baseline, letter-spacing, lengthAdjust, viewBox."
../training_data_raw/components_material_design/Outlined_Card_[disabled].svg,"Outlined_Card_[disabled]: size-180x120, colors-none, shapes-rectangles, elements-clipping paths, strokes-2px, text-none."
../training_data_raw/components_material_design/Circular_25%_Progress_Indicator.svg,"Circular, 25%, Progress Indicator, size: 100x100, colors: #e700e0ec, #6750a4, shapes: ellipse, path, elements: clipPath, mask, filter, strokes: 8.00, text: none."
../training_data_raw/components_material_design/2_Lines_Icon_List_+_Control.svg,"Size: 360x72, Colors: #fffbfe, #6750.00a4.00, #fff, #49454.00e, #1.00c1.00b1.00f, Shapes: rectangle, path, text, Elements: lines, icon, list, control, Strokes: none, Text: short supporting text, headline, Keywords: small, colorful, rectangular, lines, icon, list, control, no strokes, text, headline, supporting text."
../training_data_raw/components_material_design/Double_Discrete_Slider.svg,
../training_data_raw/components_material_design/2_Lines_Video_List_+_Control.svg,"Size: 360x72, Colors: #fffbfe, #6750a4, #fff, #49454e, #1c1b1f, #c4c7c5, Shapes: rectangle, circle, path, text, Elements: video list, control buttons, supporting text, headline, Strokes: 4px, Text: Roboto font, 14px and 16px, white-space, letter-spacing, lengthAdjust, dominant-baseline."
../training_data_raw/components_material_design/1_Line_Avatar_List_[disabled].svg,"size: 360x56, colors: #1.00c1.00b1.00f, #fffbfe, shapes: rectangle, circle, elements: avatar, text, strokes: none, text: ""Headline"", font: Roboto, font-weight: 400/500, font-size: 16px, letter-spacing: .4px, .1px, white-space: pre, lengthAdjust: spacingAndGlyphs, dominant-baseline: ideographic."
../training_data_raw/components_material_design/Small_Top_App_Bar.svg,"Small size, blue and white colors, rectangular shape, clip path, multiple groups, paths, text, Roboto font, no strokes, top bar."
../training_data_raw/components_material_design/3_Lines_Avatar_List_+_Control.svg,"Size: 360x88, Colors: #fffbfe, #6750.00a4.00, #fff, #1.00c1.00b1.00f, #eaddff, Shapes: rectangle, path, text, Elements: avatar, headline, supporting text, strokes, Text: Roboto font, multiple lines, letter-spacing, font-weight."
../training_data_raw/components_material_design/2_Lines_Option_List.svg,"Size: 360x72, Colors: #fffbfe, #49454.00e, #1.00c1.00b1.00f, #6750.00a4.00, Shapes: rectangle, circle, text, Elements: clipPath, use, defs, Strokes: 4.00, Text: Roboto, Headline, Short supporting text."
../training_data_raw/components_material_design/Single-line_Snackbar_+_Action.svg,"Size: 287x48, Colors: #313033, #6750a4, #d0bcff, #f4eff4, Shapes: rectangle, rounded corners, Elements: text, clipPath, filter, Strokes: none, Text: ""Action"", ""Single-line snackbar message"", Font: Roboto, Font-weight: 500, 400, Font-size: 14px, Letter-spacing: 0.1px, 0.2px."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Leading_Icon.svg,"Outlined text field, leading icon, rectangular shape, rounded corners, clip paths, stroke width, gray color, label text, Roboto font, icon of a magnifying glass."
../training_data_raw/components_material_design/Filled_Text_Field_+_Leading_Icon.svg,"Size: 340x56, Colors: #e700e0ec, #49454e, Shapes: rectangle, clipPath, path, Elements: text, icon, Strokes: none, Text: Roboto, 16px, Label Text."
../training_data_raw/components_material_design/3_Lines_Avatar_List_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, circle, Elements: avatar, text, Strokes: none, Text: headline, supporting text, letter-spacing, font-family, font-size, fill."
../training_data_raw/components_material_design/Elevated_Assist_Chip.svg,"Size: 125x32, Colors: #fffbfe, #6750a4, #1c1b1f, Shapes: rectangle with rounded corners, Elements: clipPath, filter, text, Strokes: none, Text: ""Assist Enabled"", Font: Roboto, Font-weight: 500, Font-size: 14px, Letter-spacing: 0.1px."
../training_data_raw/components_material_design/Simple_Dialog_+_Icon.svg,"Size: 300x290, Colors: #fffbfe, #6750a4, #c4c7c5, #1c1b1f, Shapes: rectangle, rounded rectangle, path, Elements: text, icon, Strokes: 2px, Text: Roboto font, Headline, Text Button, LengthAdjust, Dominant-baseline."
../training_data_raw/components_material_design/Input_Chip_+_Avatar.svg,"size: 133x32, 
colors: #fffbfe, #79747.00e, #49454.00e, 
shapes: rectangle, path, 
elements: clipPath, use, pattern, text, 
strokes: 2.00, 
text: Input Enabled, 
keywords: chip, avatar, clip-path, fill, viewBox, defs, rx, width, height, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size."
../training_data_raw/components_material_design/Button_Text_[disabled].svg,"Size: 96x40, Colors: #1c1b1f, #00c1b1, #ffffff, Shapes: rectangle, rounded corners, Elements: text, Text: ""Text Button"", Strokes: none, Opacity: 0.38."
../training_data_raw/components_material_design/Full-screen_Search_View_+_Quick_Results.svg,"Full-screen, Search View, Quick Results, size, colors, shapes, elements, strokes, text, peanut, recipes, healthy."
../training_data_raw/components_material_design/Elevated_Assist_Chip_[disabled].svg,"Size: 129x32, 
Colors: #1.00c1.00b1.00f, 
Shapes: rectangle with rounded corners, 
Elements: clip paths, 
Strokes: none, 
Text: ""Assist Disabled"", 
Text attributes: font family - Roboto, font size - 14px, font weight - 500, letter spacing - 0.1px, white space - pre, fill - #1.00c1.00b1.00f."
../training_data_raw/components_material_design/Filled_Card.svg,"Size: 180x120, 
Colors: #e700e0, #00ec, 
Shapes: rectangle, 
Elements: clipPath, defs, g, path, 
Strokes: none, 
Text: none."
../training_data_raw/components_material_design/Outlined_Text_Field_[focused].svg,"Outlined text field, focused, size 340x56, rounded rectangle shape, stroke color #79747.00e, text color #6750.00a4.00, label text color #6750.00a4.00, label text size 12px, text input color #1.00c1.00b1.00f, text input size 16px, vertical line cursor."
../training_data_raw/components_material_design/Elevated_Center-aligned_Top_Bar.svg,"size: 390x64, colors: #fffbfe, #6750a4, #ffd8e4, #1c1b1f, shapes: rectangle, clipPath, path, text, elements: TopBar, A letter, strokes: none, text: Center-aligned TopBar, Roboto font, 16px, 22px, 500 font weight."
../training_data_raw/components_material_design/Segmented_Button_[selected].svg,"Size: 310x48, Colors: #e8def8, #1c1b1f, #1e92b, #79747e, Shapes: rectangles, paths, Elements: text, clipPath, use, Strokes: 2px, Text: ""Enabled"", ""Selected"", Font: Roboto, FontWeight: 500, LetterSpacing: 1px."
../training_data_raw/components_material_design/Button_Filled_+_Icon.svg,"Size: 145.00,40.00
Colors: #6750.00a4.00, #fff
Shapes: Rect, Path
Elements: ClipPath, Text
Strokes: None
Text: Filled Button
Keywords: Button, Filled, Icon, ClipPath, Rect, Path, Text, Colors, Shapes, Size."
../training_data_raw/components_material_design/FAB.svg,"Size: 56.00 x 56.00, Colors: #eaddff, #6750.00a4, Shapes: circle, rectangle, Elements: filter, clipPath, g, path, Strokes: none, Text: none."
../training_data_raw/components_material_design/Search_Bar_+_Action.svg,"Search bar, action, SVG, fill, viewBox, clipPath, path, rect, text, lengthAdjust, style, dominant-baseline, font-family, letter-spacing, font-weight, white-space, font-size, hinted text, colors, shapes, elements, strokes."
../training_data_raw/components_material_design/Full-screen_Search_View.svg,"Size: 360x360, Colors: #fffbfe, #6750a4, #f9dedc, #ffd8e4, #eaddff, #c4c7c5, #4100e0, #3700b1, #21005, #1c1b1f, Shapes: rectangles, paths, text, Elements: clock, headlines, text boxes, strokes, clip paths, Text: ""8:22 AM"", ""Museum field trip"", ""Movie marathon"", ""Adopt a pup?"", ""Headline"", ""A"", ""Eli|""."
../training_data_raw/components_material_design/Action_Elevated_Card.svg,"Size: 280x160, 
Colors: #fffbfe, #6750.00a4.00, #0.00, #79747.00e, 
Shapes: rectangle, path, 
Elements: clipPath, mask, filter, 
Strokes: #fff, #79747.00e, 
Text: Roboto, 12px, 14px, 16px, #0.00, #6750.00a4.00, supporting text, headline, lengthAdjust, letterSpacing, dominant-baseline, text-transform, font-weight, white-space."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Prefix_[focused_error].svg,"Outlined text field, prefix, focused error, SVG, fill, viewBox, clipPath, rect, text, lengthAdjust, class, use, clip-path, dominant-baseline, textLength, style, font-family, font-size, letter-spacing, white-space, fill color, stroke, stroke-width, supporting text, label text, size, shapes, elements."
../training_data_raw/components_material_design/Modal_Side_Sheet.svg,"Size: 256x480, 
Colors: #fffbfe, #6750.00a4.00, #79747.00e, #c4.00c7.00c5.00, #49454.00e, 
Shapes: Rectangles, paths, clip paths, masks, 
Elements: Side sheet title, action button, 
Strokes: 2.00 stroke width, 
Text: Roboto font, 14.00px font size, white-space:pre, lengthAdjust=""spacingAndGlyphs"", dominant-baseline:ideographic, font-weight:500.00, letter-spacing:.1.00px."
../training_data_raw/components_material_design/3_Lines_Checkbox_List.svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, #6750.00a4.00, Shapes: rectangle, path, text, Elements: checkbox, supporting text, headline, Strokes: none, Text: Roboto, 16.00px, bold, spacingAndGlyphs, white-space, pre, dominant-baseline, textLength, lengthAdjust."
../training_data_raw/components_material_design/3_Lines_Avatar_List_+_Control_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, clipPath, path, text, Elements: avatar, headline, supporting text, control, Strokes: none, Text: Roboto, 16px, 500 weight, 38% opacity."
../training_data_raw/components_material_design/2_Lines_Checkbox_List_+_Control.svg,"Size: 360x72, Colors: #fffbfe, #49454.00e, #1.00c1.00b1.00f, #6750.00a4.00, Shapes: rectangle, path, text, Elements: checkbox, text box, Strokes: none, Text: ""100.00+"", ""Short supporting text"", ""Headline""."
../training_data_raw/components_material_design/Navigation_Rail_Icons_Only_+_Menu_+_FAB.svg,
../training_data_raw/components_material_design/Avatar_[disabled].svg,"Size: 56.00, Colors: none, Shapes: rectangle, Elements: pattern, clipPath, opacity, Strokes: none, Text: none."
../training_data_raw/components_material_design/Favorities_Menu_Item.svg,"Size: 78x52, Colors: #49454.00e, Shapes: rectangle, text, Elements: heart, Strokes: none, Text: ""Favorites"", Keywords: menu item, design, simple, minimalist, modern, graphic, vector, icon."
../training_data_raw/components_material_design/Button_Elevated_+_Icon.svg,"Size: 164x40, Colors: #fffbfe, #6750.00a4.00, Shapes: rectangle with rounded corners, Elements: button, icon, Text: ""Elevated Button"", Strokes: none."
../training_data_raw/components_material_design/Filled_Text_Field_+_Prefix_[populated_disabled].svg,"Size: 124x56, Colors: #1.00c1.00b1.00f, Shapes: rectangle, Elements: text, clipPath, viewBox, Strokes: none, Text: Label Text, $, 143.00."
../training_data_raw/components_material_design/3_Lines_Avatar_List.svg,"Size: 360x88, Colors: #fffbfe, #eaddff, #1.00c1.00b1.00f, #21005.00e, Shapes: rectangle, circle, Elements: avatar, text, Strokes: none, Text: headline, supporting text, letter-spacing, font-family, font-size, font-weight, white-space, textLength, lengthAdjust, dominant-baseline."
../training_data_raw/components_material_design/Button_Outlined_+_Icon_[disabled].svg,"Outlined button, icon, disabled, rectangular shape, rounded corners, stroke, color: #1.00c1.00b1.00f, opacity: .12.00, text: ""Outlined Button"", font: Roboto, font size: 14.00px, font weight: 500.00, letter spacing: .1.00px, length adjust: spacingAndGlyphs."
../training_data_raw/components_material_design/Large_Top_App_Bar.svg,"Large size, blue and white colors, rectangular shape, clip paths, text in Roboto font, fill and stroke properties, path elements, top app bar design, 390x152 viewBox, 3 icons (search, menu, and account)."
../training_data_raw/components_material_design/Android_Navigation_Bar.svg,"Size: 390x48, Colors: #fff, #313033, #fffbfe, Shapes: rectangle, circle, path, Elements: clipPath, use, rect, circle, path, Strokes: 4.00, Text: none."
../training_data_raw/components_material_design/2_Lines_List_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, Elements: two lines, Clipping paths: s1.00, s2.00, Strokes: none, Text: Roboto font, Short supporting text, Headline, Text length: 131.77, 63.00, Text adjust: spacingAndGlyphs, Text attributes: dominant-baseline, text-transform, letter-spacing, font-weight, white-space, font-size, fill."
../training_data_raw/components_material_design/3_Lines_Option_List_+_Control_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, circle, Elements: text, clipPath, use, Strokes: 4.00, Text: Roboto, 11.00px, 16.00px, 500.00, 400.00, Keywords: option list, control, disabled, supporting text, headline, multiple lines."
../training_data_raw/components_material_design/Home_Menu_Item.svg,"Size: 78.00, 52.00
Colors: #49454.00e
Shapes: rectangle, text
Elements: home icon, text
Strokes: none
Text: ""Home""
Attributes: viewBox, x, y, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size, fill"
../training_data_raw/components_material_design/2_Lines_Option_List_[disabled].svg,"Size: 360x72, 
Colors: #fffbfe, #1.00c1.00b1.00f, 
Shapes: rectangle, circle, 
Elements: text, clipPath, use, 
Strokes: 4.00, 
Text: short supporting text, headline, 
Keywords: disabled, option list, clip-path, opacity, fill, viewBox, defs, lengthAdjust, dominant-baseline, letter-spacing, font-family, font-weight, white-space."
../training_data_raw/components_material_design/Full-screen_Search_View_+_History.svg,"Full-screen, Search View, History, Viewbox, ClipPath, Path, Fill, Opacity, Text, Dominant-baseline, LengthAdjust, Class, Stroke-width, Stroke, White-space, Font-family, Letter-spacing."
../training_data_raw/components_material_design/Tertiary_FAB_Extended.svg,"Size: 163x56, Rounded rectangle, Pink and purple colors, Text: ""Extended FAB"", Roboto font, Bold, White text color, Shadow effect, No stroke, Clip path."
../training_data_raw/components_material_design/3_Lines_Video_List_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #e7.00e0.00ec, #c4.00c7.00c5.00, #1.00c1.00b1.00f, #49454.00e, Shapes: rectangle, ellipse, path, text, Elements: video list, supporting text, headline, strokes, Text: multiple lines, Roboto font, 16.00px, letter-spacing: .4.00px."
../training_data_raw/components_material_design/Icon_Button_Filled.svg,"size: 48.00, colors: #6750.00a4.00, shapes: rectangle, path, elements: clipPath, g, defs, viewBox, fill, clip-path, strokes: none, text: none."
../training_data_raw/components_material_design/Input_Filled_Chip_+_Close.svg,"size: 131x32, colors: #e8def8, #1e192b, shapes: rectangle, path, text, elements: clipPath, viewBox, fill, lengthAdjust, dominant-baseline, font-family, font-size, font-weight, strokes: none, text: ""Input Enabled"", keywords: chip, close, enabled, Roboto."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Suffix_[populated_disabled].svg,"Outlined text field, suffix, populated disabled, size 124x56, colors: #1.00c1.00b1.00f, opacity .12.00, fill none, stroke-width 2.00, shapes: rect with rounded corners, clipPath, path, text, elements: clipPath, use, defs, g, textLength, lengthAdjust, dominant-baseline, white-space, strokes: stroke, text color #1.00c1.00b1.00f, text: label text, font-family Roboto, font-size 12.00px, font-weight 400.00, letter-spacing .4.00px."
../training_data_raw/components_material_design/Icon_Button_Outlined.svg,"Outlined, 48x48, white stroke, transparent fill, rounded rectangle, arrow, no text."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Prefix_[focused].svg,"Outlined text field, prefix, focused, size: 124x56, colors: #79747.00e, #6750.00a4.00, #1.00c1.00b1.00f, #49454.00e, shapes: rectangle, clip path, text box, elements: clipPath, use, rect, text, strokes: 4.00, textLength, lengthAdjust, dominant-baseline, letter-spacing, font-family, font-weight, white-space, text size: 16.00px, 12.00px."
../training_data_raw/components_material_design/Button_Tonal_+_Icon_[disabled].svg,"Size: 145.00, 40.00
Colors: #1.00c1.00b1.00f
Shapes: Rect, Path
Elements: ClipPath, Text
Strokes: None
Text: Tonal Button
Opacity: .12.00, .38.00"
../training_data_raw/components_material_design/1_Line_Icon_List_+_Control_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, rounded rectangle, path, Elements: text, icon, Strokes: none, Text: ""Headline"", Font: Roboto, Keywords: disabled, clipPath, opacity, fill, viewBox, lengthAdjust, dominant-baseline, letter-spacing, white-space."
../training_data_raw/components_material_design/Button_Outlined_+_Icon.svg,"Outlined button, icon, SVG, fill, none, viewBox, mask, stroke, stroke-width, rect, rx, width, height, text, x, y, textLength, lengthAdjust, dominant-baseline, text-transform, font-family, letter-spacing, font-weight, white-space, font-size, fill, path."
../training_data_raw/components_material_design/Radio_Button_[selected].svg,"Size: 20.00, Colors: #6750.00a4.00, Shapes: rect, ellipse, Elements: clipPath, use, path, Strokes: 4.00, Text: none."
../training_data_raw/components_material_design/Navigation_Rail_Active_Label_Only_+_FAB.svg,
../training_data_raw/components_material_design/Icon_Button_Tonal.svg,"Size: 48.00
Colors: #e8.00def8.00, #1.00e192.00b
Shapes: rectangle, path
Elements: icon, button
Strokes: none
Text: none"
../training_data_raw/components_material_design/Switch_Off_[disabled].svg,"Size: 52.00 x 32.00, 
Colors: #1.00c1.00b1.00f, #e7.00e0.00ec, 
Shapes: rectangle, circle, 
Elements: clipPath, use, 
Strokes: 4.00, 
Text: none."
../training_data_raw/components_material_design/Checkbox_[unselected].svg,"Size: 18.00
Colors: #1.00c1.00b1.00f, #fff
Shapes: rectangle, path
Elements: clipPath, use
Strokes: 4.00
Text: none"
../training_data_raw/components_material_design/Filled_Text_Field_+_LeadingTrailing_Icon_[focused].svg,"Filled text field, LeadingTrailing icon, focused, clipPath, viewBox, fill, opacity, text, font-family, font-size, letter-spacing."
../training_data_raw/components_material_design/3_Lines_Img_List_+_Control_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #e7.00e0.00ec, #1.00c1.00b1.00f, #c4.00c7.00c5.00, #49454.00e, Shapes: Rectangles, Circles, Paths, Text, Elements: Lines, Images, Text, Strokes: 2.00, 4.00, Text: Headline, Supporting text, Keywords: SVG, Clip-path, Opacity, Fill, Viewbox, Dominant-baseline, LengthAdjust, TextLength, Letter-spacing, Font-family, Font-size, White-space."
../training_data_raw/components_material_design/Filled_Text_Field_+_Prefix_[focused].svg,"Size: 124x56, Colors: #e700e0ec, #6750a4, #1c1b1f, #49454e, Shapes: rectangle, text, Elements: clipPath, viewBox, path, g, Strokes: none, Text: Roboto, 16px, 12px, $, |, Label Text."
../training_data_raw/components_material_design/Checkbox_[indeterminate].svg,"Size: 18.00
Colors: #6750.00a4.00, #fff
Shapes: rectangle, path
Elements: clipPath, defs, g
Strokes: none
Text: none
Other: indeterminate, checkbox."
../training_data_raw/components_material_design/3_Lines_Checkbox_List_+_Control_[disabled].svg,"Size: 360x88, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: Rectangles, Paths, Elements: Checkboxes, Textboxes, Strokes: 4.00, Text: Roboto, 11.00px, 16.00px, 100.00+, Supporting text, Headline."
../training_data_raw/components_material_design/3_Lines_Img_List.svg,"Size: 360x88, Colors: #fffbfe, #c4c7c5, #49454e, #1c1b1f, #e7e0ec, Shapes: lines, rectangles, circles, Elements: text, path, clipPath, use, Strokes: varying widths and colors, Text: headline and supporting text."
../training_data_raw/components_material_design/Navigation_Bar_3_Items_+_Labels.svg,"Size: 390x80, Colors: #fffbfe, #6750a4, #e800de, #b3261e, #49454e, Shapes: rectangles, paths, ellipses, Text: ""Settings"", ""Cart"", ""Home"", Elements: navigation bar, labels, strokes, clip paths."
../training_data_raw/components_material_design/Circular_50%_Progress_Indicator.svg,"Circular, 50% progress indicator, SVG, fill, viewBox, clipPath, circle, filter, mask, stroke-width, stroke, colors, shapes, elements, text."
../training_data_raw/components_material_design/Extended_FAB.svg,"Size: 163x56, Colors: #eaddff, #6750a4, Shapes: rectangle, circle, Elements: text, icon, Strokes: none, Text: ""Extended FAB"", Font: Roboto, Keywords: modern, minimalist, simple, clean, button, UI, design, material, floating, action."
../training_data_raw/components_material_design/Graph_Elevated_Card.svg,"Size: 180x180, Colors: #fffbfe, #6750.00a4. Shapes: rectangle, path. Elements: clipPath, filter, defs, g. Strokes: none. Text: Roboto font, various sizes, weights, and colors."
../training_data_raw/components_material_design/Outlined_Text_Field_+_Trailing_Icon_[error].svg,"Outlined text field, Trailing icon, Error, Size: 340x56, Colors: #b3261.00e, Shapes: Rectangles, Strokes: 2.00, Elements: Supporting text, Label text, Clip paths, Text length, Length adjust, Dominant baseline, Letter spacing, Font family, Font weight, White space."
../training_data_raw/components_material_design/2_Lines_Img_List_+_Control_[disabled].svg,"Size: 360x72, Colors: #fffbfe, #e7.00e0.00ec, #1.00c1.00b1.00f, #c4.00c7.00c5.00, #49454.00e, Shapes: lines, rectangles, ellipse, path, text, Elements: clipPath, defs, g, opacity, Strokes: stroke-width, Text: Roboto font, Headline, Short supporting text."
../training_data_raw/components_material_design/2_Lines_Video_List.svg,"Size: 360x72, Colors: #fffbfe, #c4c7c5, #49454e, #1c1b1f, Shapes: rectangle, circle, path, Elements: text, clipPath, use, Strokes: 4.00, Text: Roboto, Headline, Short supporting text."
../training_data_raw/components_material_design/Input_Filled_Chip.svg,"size: 109x32, colors: #e8def8, shapes: rectangle, elements: clipPath, text, strokes: none, text: ""Input Enabled"", font: Roboto, font-size: 14px, font-weight: 500, letter-spacing: 1px, fill: #1e192b."
../training_data_raw/components_material_design/1_Line_Video_List.svg,"Size: 360x56, Colors: #fffbfe, #c4c7c5, #1c1b1f, #49454e, Shapes: rectangle, ellipse, path, Elements: text, clipPath, viewBox, defs, g, Strokes: #49454e, Text: ""Headline"", font-family: Roboto, font-size: 16px, font-weight: 400, letter-spacing: 4px."
../training_data_raw/components_material_design/Video_Placeholder.svg,"Size: 114x64, Colors: #c4c7c5, #49454e, Shapes: rectangle, ellipse, Elements: video placeholder, text, Strokes: 4px, Text: none."
../training_data_raw/components_material_design/Action_Filled_Card.svg,"Size: 280x160, 
Colors: #e7.00e0.00ec, #79747.00e, #6750.00a4.00, #fff, #0.00, 
Shapes: rectangle, path, 
Elements: clipPath, mask, use, text, 
Strokes: #fff, #79747.00e, 
Text: ""Action"", ""Supporting Text"", ""Headline"", 
Keywords: action-filled, card, clip-path, maskUnits, stroke-width, lengthAdjust, dominant-baseline, letter-spacing, font-family, font-weight, white-space."
../training_data_raw/components_material_design/Filled_Text_Field_+_Prefix_[focused_error].svg,"Size: 124x56, Colors: #e700e0ec, #b3261e, #1c1b1f, #49454e, Shapes: rectangle, path, text, Elements: clipPath, defs, g, Strokes: none, Text: Supporting Text, Label Text, $143.00, |, Roboto font, font-size: 16.00px."
../training_data_raw/components_material_design/1_Line_Checkbox_List_+_Control_[disabled].svg,"Size: 360x56, Colors: #fffbfe, #1.00c1.00b1.00f, Shapes: rectangle, circle, square, Elements: checkbox, text, strokes, Text: ""100.00+"", ""Headline"", Opacity: 0.38."
../training_data_raw/components_material_design/Elevated_Suggestion_Chip_+_Icon_[disabled].svg,"Size: 186.00 x 32.00
Colors: #1.00c1.00b1.00f (blue)
Shapes: Rectangle with rounded corners (rx=8.00)
Elements: Text, icon
Strokes: None
Text: ""Suggestion Disabled""
Keywords: Elevated Suggestion Chip, disabled, blue, rectangle, rounded corners, text, icon."
../training_data_raw/components_material_design/Menu_Search_Bar_+_Avatar.svg,"Size: 360x56, 
Colors: #fffbfe, #6750.00a4, #49454.00e, #0.00, 
Shapes: rectangle, path, clipPath, pattern, 
Elements: search bar, avatar, 
Strokes: none, 
Text: hinted text, Roboto font, 16.00px, letter-spacing: .4.00px."
../training_data_raw/components_material_design/Full_Width_Divider.svg,"Size: 260.00 x 9.00, Colors: #c4c7c5, Shapes: rectangle, Elements: clipPath, path, use, Strokes: 2.00, Text: none."
../training_data_raw/components_material_design/Button_Tonal.svg,"Size: 127.00x40.00, 
Colors: #e8.00def8.00, #1.00e192.00b, 
Shapes: rectangle, 
Elements: clipPath, defs, g, 
Strokes: none, 
Text: Roboto, 14.00px, 500.00 font-weight, letter-spacing: .1.00px, lengthAdjust: spacingAndGlyphs, textLength: 79.06, ""Tonal Button""."
../training_data_raw/components_material_design/Image_Placeholder_[disabled].svg,"Size: 56.00 x 56.00, Colors: #e7.00e0.00ec, #c4.00c7.00c5.00, #49454.00e, Shapes: circle, path, Strokes: 4.00, Elements: clipPath, defs, use, Text: none."
